 2018-10-05 11:13:50, 10.50.130.6, 1422
 2018-10-05 11:13:52, 10.50.130.6, 1371
 2018-10-05 11:13:54, 10.50.137.11, 745
 2018-10-05 11:13:55, 10.50.130.6, 1075
 2018-10-05 11:13:58, 10.50.130.6, 254
 2018-10-05 11:14:02, 10.50.130.6, 1490
 2018-10-05 11:14:04, 10.50.130.6, 1163
 2018-10-05 11:14:04, 10.50.137.11, 1153
 2018-10-05 11:14:06, 10.50.130.6, 1207
 2018-10-05 11:14:09, 10.50.130.6, 1248
 2018-10-05 11:14:11, 10.50.137.11, 855
 2018-10-05 11:14:12, 10.50.130.6, 1487
 2018-10-05 11:14:15, 10.50.130.6, 1051
 2018-10-05 11:14:15, 10.50.137.11, 1533
 2018-10-05 11:14:18, 10.50.137.11, 381
 2018-10-05 11:14:19, 10.50.130.6, 1051
 2018-10-05 11:14:22, 10.50.130.6, 1271
 2018-10-05 11:14:26, 10.50.130.6, 758
 2018-10-05 11:14:29, 10.50.137.11, 1090
 2018-10-05 11:14:31, 10.50.130.6, 1378
 2018-10-05 11:14:34, 10.50.130.6, 961
 2018-10-05 11:14:37, 10.50.130.6, 1146
 2018-10-05 11:14:40, 10.50.137.11, 1313
 2018-10-05 11:14:42, 10.50.130.6, 1131
 2018-10-05 11:14:47, 10.50.130.6, 258
 2018-10-05 11:14:50, 10.50.137.11, 1257
 2018-10-05 11:14:52, 10.50.130.6, 1265
 2018-10-05 11:14:56, 10.50.130.6, 749
 2018-10-05 11:14:57, 10.50.137.11, 790
 2018-10-05 11:15:02, 10.50.130.6, 1815
 2018-10-05 11:15:07, 10.50.130.6, 830
 2018-10-05 11:15:08, 10.50.137.11, 708
 2018-10-05 11:15:11, 10.50.130.6, 618
 2018-10-05 11:15:15, 10.50.137.11, 1401
 2018-10-05 11:15:17, 10.50.130.6, 1277
 2018-10-05 11:15:20, 10.50.130.6, 1386
 2018-10-05 11:15:22, 10.50.130.6, 1123
 2018-10-05 11:15:25, 10.50.137.11, 862
 2018-10-05 11:15:27, 10.50.130.6, 581
 2018-10-05 11:15:32, 10.50.130.6, 947
 2018-10-05 11:15:32, 10.50.137.11, 1061
 2018-10-05 11:15:37, 10.50.137.11, 402
 2018-10-05 11:15:40, 10.50.130.6, 1661
 2018-10-05 11:15:40, 10.50.137.11, 1292
 2018-10-05 11:15:43, 10.50.130.6, 1447
 2018-10-05 11:15:45, 10.50.130.6, 192
 2018-10-05 11:15:49, 10.50.130.6, 21282
 2018-10-05 11:15:50, 10.50.137.11, 8311
 2018-10-05 11:15:51, 10.50.130.6, 1081
 2018-10-05 11:15:55, 10.50.130.6, 19625
 2018-10-05 11:15:58, 10.50.130.6, 12437
 2018-10-05 11:16:00, 10.50.137.11, 8356
 2018-10-05 11:16:03, 10.50.130.6, 10950
 2018-10-05 11:16:06, 10.50.130.6, 11087
 2018-10-05 11:16:06, 10.50.137.11, 16726
 2018-10-05 11:16:09, 10.50.137.11, 8214
 2018-10-05 11:16:10, 10.50.130.6, 12405
 2018-10-05 11:16:14, 10.50.137.11, 15292
 2018-10-05 11:16:15, 10.50.130.6, 6691
 2018-10-05 11:16:19, 10.50.130.6, 5288
 2018-10-05 11:16:23, 10.50.137.11, 13887
 2018-10-05 11:16:24, 10.50.130.6, 13466
 2018-10-05 11:16:27, 10.50.130.6, 14797
 2018-10-05 11:16:32, 10.50.130.6, 21604
 2018-10-05 11:16:34, 10.50.137.11, 8066
 2018-10-05 11:16:36, 10.50.130.6, 14315
 2018-10-05 11:16:38, 10.50.130.6, 10995
 2018-10-05 11:16:42, 10.50.130.6, 14694
 2018-10-05 11:16:42, 10.50.137.11, 14695
 2018-10-05 11:16:44, 10.50.137.11, 7582
 2018-10-05 11:16:46, 10.50.130.6, 14685
 2018-10-05 11:16:48, 10.50.137.11, 7781
 2018-10-05 11:16:49, 10.50.130.6, 14194
 2018-10-05 11:16:52, 10.50.130.6, 13667
 2018-10-05 11:16:54, 10.50.137.11, 6480
 2018-10-05 11:16:56, 10.50.130.6, 11354
 2018-10-05 11:17:01, 10.50.130.6, 18022
 2018-10-05 11:17:04, 10.50.137.11, 19423
 2018-10-05 11:17:05, 10.50.130.6, 23879
 2018-10-05 11:17:10, 10.50.130.6, 9208
 2018-10-05 11:17:11, 10.50.137.11, 14502
 2018-10-05 11:17:12, 10.50.130.6, 15595
 2018-10-05 11:17:15, 10.50.130.6, 15596
 2018-10-05 11:17:19, 10.50.137.11, 12684
 2018-10-05 11:17:19, 10.50.130.6, 13037
 2018-10-05 11:17:21, 10.50.130.6, 15871
 2018-10-05 11:17:23, 10.50.137.11, 13750
 2018-10-05 11:17:24, 10.50.130.6, 13483
 2018-10-05 11:17:27, 10.50.130.6, 15595
 2018-10-05 11:17:30, 10.50.130.6, 15600
 2018-10-05 11:17:32, 10.50.137.11, 9147
 2018-10-05 11:17:35, 10.50.130.6, 7603
 2018-10-05 11:17:40, 10.50.130.6, 28614
 2018-10-05 11:17:42, 10.50.137.11, 16874
 2018-10-05 11:17:44, 10.50.130.6, 15594
 2018-10-05 11:17:47, 10.50.130.6, 22055
 2018-10-05 11:17:48, 10.50.137.11, 15585
 2018-10-05 11:17:51, 10.50.130.6, 873
 2018-10-05 11:17:55, 10.50.130.6, 3777
 2018-10-05 11:17:58, 10.50.137.11, 1081
 2018-10-05 11:18:01, 10.50.130.6, 15975
 2018-10-05 11:18:05, 10.50.130.6, 10646
 2018-10-05 11:18:05, 10.50.137.11, 3769
 2018-10-05 11:18:10, 10.50.130.6, 9774
 2018-10-05 11:18:13, 10.50.130.6, 12848
 2018-10-05 11:18:15, 10.50.137.11, 15609
 2018-10-05 11:18:15, 10.50.130.6, 23290
 2018-10-05 11:18:19, 10.50.137.11, 13082
 2018-10-05 11:18:20, 10.50.130.6, 21020
 2018-10-05 11:18:22, 10.50.130.6, 24231
 2018-10-05 11:18:27, 10.50.130.6, 15595
 2018-10-05 11:18:30, 10.50.130.6, 1966
 2018-10-05 11:18:30, 10.50.137.11, 4737
 2018-10-05 11:18:35, 10.50.130.6, 14245
 2018-10-05 11:18:39, 10.50.137.11, 1447
 2018-10-05 11:18:40, 10.50.130.6, 1552
 2018-10-05 11:18:45, 10.50.130.6, 15605
 2018-10-05 11:18:49, 10.50.137.11, 15594
 2018-10-05 11:18:49, 10.50.130.6, 12198
 2018-10-05 11:18:53, 10.50.130.6, 19055
 2018-10-05 11:18:56, 10.50.130.6, 16287
 2018-10-05 11:18:56, 10.50.137.11, 12883
 2018-10-05 11:18:59, 10.50.137.11, 17850
 2018-10-05 11:19:01, 10.50.130.6, 20948
 2018-10-05 11:19:06, 10.50.137.11, 11261
 2018-10-05 11:19:06, 10.50.130.6, 1051
 2018-10-05 11:19:11, 10.50.137.11, 18225
 2018-10-05 11:19:12, 10.50.130.6, 21575
 2018-10-05 11:19:14, 10.50.130.6, 18817
 2018-10-05 11:19:15, 10.50.137.11, 21572
 2018-10-05 11:19:17, 10.50.130.6, 19942
 2018-10-05 11:19:20, 10.50.137.11, 15593
 2018-10-05 11:19:21, 10.50.130.6, 9074
 2018-10-05 11:19:27, 10.50.130.6, 10607
 2018-10-05 11:19:28, 10.50.137.11, 15607
 2018-10-05 11:19:30, 10.50.137.11, 11166
 2018-10-05 11:19:31, 10.50.130.6, 22052
 2018-10-05 11:19:33, 10.50.130.6, 14910
 2018-10-05 11:19:35, 10.50.137.11, 23443
 2018-10-05 11:19:38, 10.50.130.6, 15594
 2018-10-05 11:19:40, 10.50.130.6, 11097
 2018-10-05 11:19:42, 10.50.137.11, 1444
 2018-10-05 11:19:44, 10.50.130.6, 2779
 2018-10-05 11:19:49, 10.50.137.11, 18537
 2018-10-05 11:19:50, 10.50.130.6, 13099
 2018-10-05 11:19:54, 10.50.130.6, 2602
 2018-10-05 11:19:55, 10.50.137.11, 14945
 2018-10-05 11:19:56, 10.50.130.6, 15595
 2018-10-05 11:20:00, 10.50.130.6, 6915
 2018-10-05 11:20:01, 10.50.137.11, 12592
 2018-10-05 11:20:03, 10.50.130.6, 15594
 2018-10-05 11:20:05, 10.50.130.6, 18987
 2018-10-05 11:20:06, 10.50.137.11, 15664
 2018-10-05 11:20:08, 10.50.130.6, 15595
 2018-10-05 11:20:13, 10.50.130.6, 24385
 2018-10-05 11:20:14, 10.50.137.11, 22581
 2018-10-05 11:20:16, 10.50.130.6, 15589
 2018-10-05 11:20:17, 10.50.137.11, 23093
 2018-10-05 11:20:20, 10.50.137.11, 14619
 2018-10-05 11:20:20, 10.50.130.6, 11675
 2018-10-05 11:20:24, 10.50.130.6, 601
 2018-10-05 11:20:26, 10.50.137.11, 13531
 2018-10-05 11:20:28, 10.50.130.6, 7185
 2018-10-05 11:20:30, 10.50.130.6, 15327
 2018-10-05 11:20:34, 10.50.130.6, 1757
 2018-10-05 11:20:35, 10.50.137.11, 20671
 2018-10-05 11:20:36, 10.50.130.6, 15940
 2018-10-05 11:20:39, 10.50.137.11, 14754
 2018-10-05 11:20:40, 10.50.130.6, 8658
 2018-10-05 11:20:42, 10.50.130.6, 14769
 2018-10-05 11:20:46, 10.50.137.11, 14079
 2018-10-05 11:20:47, 10.50.130.6, 15441
 2018-10-05 11:20:50, 10.50.130.6, 2583
 2018-10-05 11:20:55, 10.50.137.11, 8603
 2018-10-05 11:20:55, 10.50.130.6, 1866
 2018-10-05 11:20:57, 10.50.130.6, 3961
 2018-10-05 11:21:01, 10.50.130.6, 954
 2018-10-05 11:21:03, 10.50.137.11, 20752
 2018-10-05 11:21:06, 10.50.130.6, 18610
 2018-10-05 11:21:09, 10.50.137.11, 17045
 2018-10-05 11:21:10, 10.50.130.6, 15589
 2018-10-05 11:21:12, 10.50.137.11, 4666
 2018-10-05 11:21:13, 10.50.130.6, 10733
 2018-10-05 11:21:16, 10.50.130.6, 15596
 2018-10-05 11:21:16, 10.50.137.11, 9135
 2018-10-05 11:21:18, 10.50.130.6, 15602
 2018-10-05 11:21:21, 10.50.137.11, 15588
 2018-10-05 11:21:22, 10.50.130.6, 14609
 2018-10-05 11:21:24, 10.50.137.11, 15596
 2018-10-05 11:21:28, 10.50.130.6, 15598
 2018-10-05 11:21:33, 10.50.130.6, 20268
 2018-10-05 11:21:33, 10.50.137.11, 11292
 2018-10-05 11:21:37, 10.50.130.6, 1237
 2018-10-05 11:21:38, 10.50.137.11, 706
 2018-10-05 11:21:40, 10.50.137.11, 477
 2018-10-05 11:21:42, 10.50.130.6, 1653
 2018-10-05 11:21:45, 10.50.130.6, 1652
 2018-10-05 11:21:46, 10.50.137.11, 778
 2018-10-05 11:21:50, 10.50.130.6, 1167
 2018-10-05 11:21:52, 10.50.130.6, 11305
 2018-10-05 11:21:55, 10.50.137.11, 1262
 2018-10-05 11:21:57, 10.50.130.6, 15627
 2018-10-05 11:22:00, 10.50.130.6, 1593
 2018-10-05 11:22:02, 10.50.137.11, 698
 2018-10-05 11:22:04, 10.50.130.6, 1104
 2018-10-05 11:22:07, 10.50.130.6, 15335
 2018-10-05 11:22:12, 10.50.130.6, 1797
 2018-10-05 11:22:12, 10.50.137.11, 573
 2018-10-05 11:22:15, 10.50.130.6, 457
 2018-10-05 11:22:18, 10.50.130.6, 937
 2018-10-05 11:22:19, 10.50.137.11, 8527
 2018-10-05 11:22:23, 10.50.130.6, 11430
 2018-10-05 11:22:23, 10.50.137.11, 14084
 2018-10-05 11:22:27, 10.50.130.6, 13450
 2018-10-05 11:22:29, 10.50.137.11, 7617
 2018-10-05 11:22:31, 10.50.130.6, 8829
 2018-10-05 11:22:37, 10.50.130.6, 13695
 2018-10-05 11:22:37, 10.50.137.11, 12849
 2018-10-05 11:22:42, 10.50.130.6, 12039
 2018-10-05 11:22:44, 10.50.137.11, 931
 2018-10-05 11:22:47, 10.50.130.6, 14206
 2018-10-05 11:22:47, 10.50.137.11, 1343
 2018-10-05 11:22:50, 10.50.130.6, 12053
 2018-10-05 11:22:50, 10.50.137.11, 3990
 2018-10-05 11:22:54, 10.50.130.6, 3085
 2018-10-05 11:22:56, 10.50.137.11, 991
 2018-10-05 11:22:56, 10.50.130.6, 452
 2018-10-05 11:22:59, 10.50.130.6, 14882
 2018-10-05 11:23:05, 10.50.137.11, 812
 2018-10-05 11:23:05, 10.50.130.6, 812
 2018-10-05 11:23:10, 10.50.130.6, 24433
 2018-10-05 11:23:14, 10.50.137.11, 4663
 2018-10-05 11:23:15, 10.50.130.6, 1016
 2018-10-05 11:23:20, 10.50.137.11, 1092
 2018-10-05 11:23:20, 10.50.130.6, 14792
 2018-10-05 11:23:25, 10.50.130.6, 9896
 2018-10-05 11:23:27, 10.50.130.6, 6803
 2018-10-05 11:23:28, 10.50.137.11, 4052
 2018-10-05 11:23:32, 10.50.137.11, 11049
 2018-10-05 11:23:32, 10.50.130.6, 929
 2018-10-05 11:23:35, 10.50.137.11, 16536
 2018-10-05 11:23:35, 10.50.130.6, 10676
 2018-10-05 11:23:38, 10.50.130.6, 8767
 2018-10-05 11:23:41, 10.50.130.6, 3657
 2018-10-05 11:23:45, 10.50.137.11, 11886
 2018-10-05 11:23:46, 10.50.130.6, 894
 2018-10-05 11:23:47, 10.50.137.11, 510
 2018-10-05 11:23:51, 10.50.130.6, 12596
 2018-10-05 11:23:55, 10.50.130.6, 9326
 2018-10-05 11:23:57, 10.50.137.11, 15728
 2018-10-05 11:23:58, 10.50.130.6, 13054
 2018-10-05 11:24:01, 10.50.130.6, 1160
 2018-10-05 11:24:05, 10.50.130.6, 10006
 2018-10-05 11:24:06, 10.50.137.11, 16420
 2018-10-05 11:24:07, 10.50.130.6, 16039
 2018-10-05 11:24:11, 10.50.137.11, 570
 2018-10-05 11:24:11, 10.50.130.6, 1567
